"Plot Title: SINDICON061424"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Full Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Temp, °C (LGR S/N: 20809202, SEN S/N: 20809202)","Coupler Detached (LGR S/N: 20809202)","Coupler Attached (LGR S/N: 20809202)","Host Connected (LGR S/N: 20809202)","Stopped (LGR S/N: 20809202)","End Of File (LGR S/N: 20809202)"
799,06/22/24 10:45:00 PM,2.5,-0.5,23.61,,,,,
800,06/22/24 11:00:00 PM,2.3,2.1,23.55,,,,,
801,06/22/24 11:15:00 PM,2.5,2.1,23.46,,,,,
802,06/22/24 11:30:00 PM,2.3,-1.6,23.36,,,,,
803,06/22/24 11:45:00 PM,2.3,2.1,23.35,,,,,
804,06/23/24 12:00:00 AM,2.5,2.1,23.25,,,,,
805,06/23/24 12:15:00 AM,2.3,2.1,23.19,,,,,
806,06/23/24 12:30:00 AM,2.3,2.1,23.20,,,,,
807,06/23/24 12:45:00 AM,2.5,2.1,23.21,,,,,
808,06/23/24 01:00:00 AM,2.3,2.1,23.20,,,,,
809,06/23/24 01:15:00 AM,2.3,2.1,23.15,,,,,
810,06/23/24 01:30:00 AM,2.3,2.1,23.16,,,,,
811,06/23/24 01:45:00 AM,8.8,2.1,23.10,,,,,
812,06/23/24 02:00:00 AM,2.3,2.1,23.09,,,,,
813,06/23/24 02:15:00 AM,2.3,2.1,23.08,,,,,
814,06/23/24 02:30:00 AM,5.9,2.1,23.14,,,,,
815,06/23/24 02:45:00 AM,2.3,2.1,23.20,,,,,
816,06/23/24 03:00:00 AM,8.8,2.1,23.25,,,,,
817,06/23/24 03:15:00 AM,8.8,2.1,23.30,,,,,
818,06/23/24 03:30:00 AM,8.8,2.1,23.27,,,,,
819,06/23/24 03:45:00 AM,2.5,2.1,23.18,,,,,
820,06/23/24 04:00:00 AM,2.3,2.1,23.08,,,,,
821,06/23/24 04:15:00 AM,2.3,2.1,22.96,,,,,
822,06/23/24 04:30:00 AM,5.9,2.1,22.87,,,,,
823,06/23/24 04:45:00 AM,2.5,2.1,22.78,,,,,
824,06/23/24 05:00:00 AM,2.3,2.1,22.69,,,,,
825,06/23/24 05:15:00 AM,2.5,2.1,22.62,,,,,
826,06/23/24 05:30:00 AM,2.3,2.1,22.55,,,,,
827,06/23/24 05:45:00 AM,5.9,2.1,22.51,,,,,
828,06/23/24 06:00:00 AM,5.9,2.1,22.62,,,,,
829,06/23/24 06:15:00 AM,8.8,2.1,22.72,,,,,
830,06/23/24 06:30:00 AM,8.8,2.1,22.95,,,,,
831,06/23/24 06:45:00 AM,13.9,14.5,23.36,,,,,
832,06/23/24 07:00:00 AM,13.9,2.1,23.78,,,,,
833,06/23/24 07:15:00 AM,13.9,2.1,23.93,,,,,
834,06/23/24 07:30:00 AM,13.9,2.1,24.22,,,,,
835,06/23/24 07:45:00 AM,13.9,2.1,24.66,,,,,
836,06/23/24 08:00:00 AM,8.8,2.1,25.08,,,,,
837,06/23/24 08:15:00 AM,2.5,-0.5,25.91,,,,,
838,06/23/24 08:30:00 AM,2.3,2.1,26.94,,,,,
839,06/23/24 08:45:00 AM,2.3,2.1,28.02,,,,,
840,06/23/24 09:00:00 AM,2.5,2.1,28.91,,,,,
841,06/23/24 09:15:00 AM,2.3,2.1,29.77,,,,,
842,06/23/24 09:30:00 AM,2.3,2.1,30.79,,,,,
843,06/23/24 09:45:00 AM,2.5,-0.5,32.03,,,,,
844,06/23/24 10:00:00 AM,2.3,2.0,32.85,,,,,
845,06/23/24 10:15:00 AM,1.2,2.0,33.80,,,,,
846,06/23/24 10:30:00 AM,5.8,2.0,34.82,,,,,
847,06/23/24 10:45:00 AM,2.3,2.0,35.48,,,,,
848,06/23/24 11:00:00 AM,2.3,2.0,35.78,,,,,
849,06/23/24 11:15:00 AM,2.3,2.0,36.79,,,,,
850,06/23/24 11:30:00 AM,2.3,2.0,38.26,,,,,
851,06/23/24 11:45:00 AM,2.3,2.0,39.37,,,,,
852,06/23/24 12:00:00 PM,2.3,2.0,40.26,,,,,
853,06/23/24 12:15:00 PM,2.3,2.0,41.15,,,,,
854,06/23/24 12:30:00 PM,2.3,2.0,42.22,,,,,
855,06/23/24 12:45:00 PM,5.7,2.0,42.91,,,,,
856,06/23/24 01:00:00 PM,1.2,-0.5,43.36,,,,,
857,06/23/24 01:15:00 PM,2.3,2.0,43.36,,,,,
858,06/23/24 01:30:00 PM,54.2,50.0,31.17,,,,,
859,06/23/24 01:45:00 PM,53.9,49.7,31.09,,,,,
860,06/23/24 02:00:00 PM,53.7,49.7,31.14,,,,,
861,06/23/24 02:15:00 PM,54.0,49.7,31.13,,,,,
862,06/23/24 02:30:00 PM,53.9,49.7,31.17,,,,,
863,06/23/24 02:45:00 PM,54.2,50.0,31.13,,,,,
864,06/23/24 03:00:00 PM,54.5,50.1,31.06,,,,,
865,06/23/24 03:15:00 PM,54.2,50.1,30.96,,,,,
866,06/23/24 03:30:00 PM,54.1,49.7,30.84,,,,,
867,06/23/24 03:45:00 PM,54.3,50.1,30.68,,,,,
868,06/23/24 04:00:00 PM,53.8,50.1,30.52,,,,,
869,06/23/24 04:15:00 PM,53.8,49.4,30.32,,,,,
870,06/23/24 04:30:00 PM,53.1,49.0,30.10,,,,,
871,06/23/24 04:45:00 PM,53.2,49.0,29.93,,,,,
872,06/23/24 05:00:00 PM,53.0,48.7,29.75,,,,,
873,06/23/24 05:15:00 PM,53.1,48.7,29.59,,,,,
874,06/23/24 05:30:00 PM,53.4,49.0,29.43,,,,,
875,06/23/24 05:45:00 PM,55.6,51.2,29.28,,,,,
876,06/23/24 06:00:00 PM,53.9,49.8,29.13,,,,,
877,06/23/24 06:15:00 PM,53.6,49.4,28.99,,,,,
878,06/23/24 06:30:00 PM,52.9,48.7,28.86,,,,,
879,06/23/24 06:45:00 PM,51.9,47.6,28.74,,,,,
880,06/23/24 07:00:00 PM,51.7,47.6,28.60,,,,,
881,06/23/24 07:15:00 PM,51.8,47.6,28.49,,,,,
882,06/23/24 07:30:00 PM,51.6,47.3,28.37,,,,,
883,06/23/24 07:45:00 PM,51.5,47.3,28.25,,,,,
884,06/23/24 08:00:00 PM,51.6,47.3,28.13,,,,,
885,06/23/24 08:15:00 PM,52.1,48.0,28.00,,,,,
886,06/23/24 08:30:00 PM,51.9,47.7,27.89,,,,,
887,06/23/24 08:45:00 PM,51.9,47.7,27.80,,,,,
888,06/23/24 09:00:00 PM,51.9,47.7,27.71,,,,,
889,06/23/24 09:15:00 PM,51.7,47.3,27.61,,,,,
890,06/23/24 09:30:00 PM,51.6,47.7,27.54,,,,,
891,06/23/24 09:45:00 PM,51.7,47.7,27.44,,,,,
892,06/23/24 10:00:00 PM,51.5,47.7,27.35,,,,,
893,06/23/24 10:15:00 PM,51.6,47.3,27.27,,,,,
894,06/23/24 10:30:00 PM,51.5,47.7,27.18,,,,,
895,06/23/24 10:45:00 PM,51.6,47.7,27.07,,,,,
896,06/23/24 11:00:00 PM,51.6,47.7,27.00,,,,,
897,06/23/24 11:15:00 PM,51.6,47.4,26.93,,,,,
898,06/23/24 11:30:00 PM,51.3,47.7,26.84,,,,,
899,06/23/24 11:45:00 PM,51.5,47.4,26.76,,,,,
900,06/24/24 12:00:00 AM,51.3,47.4,26.69,,,,,
901,06/24/24 12:15:00 AM,51.2,47.4,26.61,,,,,
902,06/24/24 12:30:00 AM,51.1,47.4,26.56,,,,,
903,06/24/24 12:45:00 AM,51.2,47.0,26.48,,,,,
904,06/24/24 01:00:00 AM,51.2,47.4,26.42,,,,,
905,06/24/24 01:15:00 AM,51.3,47.0,26.36,,,,,
906,06/24/24 01:30:00 AM,51.2,47.0,26.31,,,,,
907,06/24/24 01:45:00 AM,51.1,47.0,26.25,,,,,
908,06/24/24 02:00:00 AM,51.1,47.0,26.19,,,,,
909,06/24/24 02:15:00 AM,51.0,47.0,26.14,,,,,
910,06/24/24 02:30:00 AM,51.0,47.0,26.09,,,,,
911,06/24/24 02:45:00 AM,51.0,47.0,26.07,,,,,
912,06/24/24 03:00:00 AM,51.0,47.0,26.01,,,,,
913,06/24/24 03:15:00 AM,51.0,47.0,25.96,,,,,
914,06/24/24 03:30:00 AM,50.9,46.7,25.90,,,,,
915,06/24/24 03:45:00 AM,50.8,47.0,25.86,,,,,
916,06/24/24 04:00:00 AM,50.8,46.7,25.80,,,,,
917,06/24/24 04:15:00 AM,50.5,46.7,25.75,,,,,
918,06/24/24 04:30:00 AM,50.8,47.1,25.71,,,,,
919,06/24/24 04:45:00 AM,50.6,46.7,25.67,,,,,
920,06/24/24 05:00:00 AM,50.8,46.7,25.63,,,,,
921,06/24/24 05:15:00 AM,50.9,46.7,25.62,,,,,
922,06/24/24 05:30:00 AM,51.0,46.7,25.59,,,,,
923,06/24/24 05:45:00 AM,50.8,46.7,25.54,,,,,
924,06/24/24 06:00:00 AM,50.4,46.7,25.57,,,,,
925,06/24/24 06:15:00 AM,50.8,46.7,25.61,,,,,
926,06/24/24 06:30:00 AM,51.0,47.1,25.61,,,,,
927,06/24/24 06:45:00 AM,51.1,46.7,25.61,,,,,
928,06/24/24 07:00:00 AM,47.7,43.4,25.57,,,,,
929,06/24/24 07:15:00 AM,50.1,45.6,25.62,,,,,
930,06/24/24 07:30:00 AM,45.9,41.6,25.69,,,,,
931,06/24/24 07:45:00 AM,50.1,46.0,25.78,,,,,
932,06/24/24 08:00:00 AM,50.2,45.6,25.95,,,,,
933,06/24/24 08:15:00 AM,51.7,47.8,26.12,,,,,
934,06/24/24 08:30:00 AM,50.6,46.7,26.31,,,,,
935,06/24/24 08:45:00 AM,48.2,43.7,26.55,,,,,
936,06/24/24 09:00:00 AM,34.8,29.8,26.79,,,,,
937,06/24/24 09:15:00 AM,51.6,47.4,26.93,,,,,
938,06/24/24 09:30:00 AM,51.5,47.0,27.29,,,,,
939,06/24/24 09:45:00 AM,50.0,45.5,27.50,,,,,
940,06/24/24 10:00:00 AM,26.4,22.1,27.83,,,,,
941,06/24/24 10:15:00 AM,52.1,47.7,28.05,,,,,
942,06/24/24 10:30:00 AM,45.4,41.1,28.28,,,,,
943,06/24/24 10:45:00 AM,45.8,41.1,28.56,,,,,
944,06/24/24 11:00:00 AM,43.5,39.2,28.93,,,,,
945,06/24/24 11:15:00 AM,45.8,40.7,29.11,,,,,
946,06/24/24 11:30:00 AM,19.5,15.9,29.45,,,,,
947,06/24/24 11:45:00 AM,32.4,28.2,29.85,,,,,
948,06/24/24 12:00:00 PM,23.8,19.1,30.24,,,,,
949,06/24/24 12:15:00 PM,28.0,23.5,30.52,,,,,
950,06/24/24 12:30:00 PM,3.6,0.2,30.73,,,,,
951,06/24/24 12:45:00 PM,14.9,10.4,31.01,,,,,
952,06/24/24 01:00:00 PM,4.3,1.0,31.12,,,,,
953,06/24/24 01:15:00 PM,0.6,-1.6,31.54,,,,,
954,06/24/24 01:30:00 PM,5.9,2.0,31.65,,,,,
955,06/24/24 01:45:00 PM,0.6,-1.6,31.89,,,,,
956,06/24/24 02:00:00 PM,14.6,10.4,31.83,,,,,
957,06/24/24 02:15:00 PM,3.9,0.2,32.03,,,,,
958,06/24/24 02:30:00 PM,0.9,-1.6,32.20,,,,,
959,06/24/24 02:45:00 PM,0.8,-1.9,32.20,,,,,
960,06/24/24 03:00:00 PM,0.9,-1.6,32.26,,,,,
961,06/24/24 03:15:00 PM,0.9,-1.6,32.20,,,,,
962,06/24/24 03:30:00 PM,0.9,-1.9,32.15,,,,,
963,06/24/24 03:45:00 PM,0.9,-1.9,32.13,,,,,
964,06/24/24 04:00:00 PM,0.8,-1.9,32.10,,,,,
965,06/24/24 04:15:00 PM,0.9,-1.9,31.77,,,,,
966,06/24/24 04:30:00 PM,0.9,-2.7,31.17,,,,,
967,06/24/24 04:45:00 PM,0.9,-1.9,30.80,,,,,
968,06/24/24 05:00:00 PM,0.9,-1.9,30.52,,,,,
969,06/24/24 05:15:00 PM,0.9,-1.9,30.32,,,,,
970,06/24/24 05:30:00 PM,0.8,-1.6,29.85,,,,,
971,06/24/24 05:45:00 PM,0.8,-1.6,29.67,,,,,
972,06/24/24 06:00:00 PM,0.8,-1.9,29.44,,,,,
973,06/24/24 06:15:00 PM,0.7,-1.6,29.38,,,,,
974,06/24/24 06:30:00 PM,0.7,-1.6,29.30,,,,,
975,06/24/24 06:45:00 PM,0.7,-1.6,28.99,,,,,
976,06/24/24 07:00:00 PM,0.7,-1.6,28.79,,,,,
977,06/24/24 07:15:00 PM,0.7,-1.6,28.77,,,,,
978,06/24/24 07:30:00 PM,0.7,-1.6,28.80,,,,,
979,06/24/24 07:45:00 PM,0.7,-1.6,28.68,,,,,
980,06/24/24 08:00:00 PM,0.7,-1.6,28.65,,,,,
981,06/24/24 08:15:00 PM,0.6,-1.6,28.60,,,,,
982,06/24/24 08:30:00 PM,0.5,-0.5,28.51,,,,,
983,06/24/24 08:45:00 PM,0.6,-1.6,28.47,,,,,
984,06/24/24 09:00:00 PM,0.6,-0.5,28.34,,,,,
985,06/24/24 09:15:00 PM,0.5,-0.5,28.05,,,,,
986,06/24/24 09:30:00 PM,1.1,-1.9,27.35,,,,,
987,06/24/24 09:45:00 PM,3.2,-0.1,27.00,,,,,
988,06/24/24 10:00:00 PM,49.0,45.1,27.57,,,,,
989,06/24/24 10:15:00 PM,1.1,-1.6,26.95,,,,,
990,06/24/24 10:30:00 PM,0.8,-0.8,23.86,,,,,
991,06/24/24 10:45:00 PM,0.6,-1.6,22.95,,,,,
992,06/24/24 11:00:00 PM,0.7,-0.5,22.79,,,,,
993,06/24/24 11:15:00 PM,0.5,-0.5,22.85,,,,,
994,06/24/24 11:30:00 PM,0.5,-0.5,23.02,,,,,
995,06/24/24 11:45:00 PM,24.4,21.5,24.43,,,,,
996,06/25/24 12:00:00 AM,19.2,16.4,24.27,,,,,
997,06/25/24 12:15:00 AM,16.1,13.8,24.22,,,,,
998,06/25/24 12:30:00 AM,14.9,12.7,24.18,,,,,
999,06/25/24 12:45:00 AM,14.6,12.7,24.16,,,,,
1000,06/25/24 01:00:00 AM,14.7,12.7,24.15,,,,,
1001,06/25/24 01:15:00 AM,16.1,13.8,24.18,,,,,
1002,06/25/24 01:30:00 AM,1.3,-0.8,24.22,,,,,
1003,06/25/24 01:45:00 AM,1.9,-1.2,24.03,,,,,
1004,06/25/24 02:00:00 AM,2.1,-1.2,23.88,,,,,
1005,06/25/24 02:15:00 AM,2.2,-1.2,23.88,,,,,
1006,06/25/24 02:30:00 AM,2.2,-1.2,23.84,,,,,
1007,06/25/24 02:45:00 AM,2.3,-1.2,23.80,,,,,
1008,06/25/24 03:00:00 AM,2.3,-1.2,23.78,,,,,
1009,06/25/24 03:15:00 AM,2.1,-1.2,23.77,,,,,
1010,06/25/24 03:30:00 AM,2.1,-1.2,23.78,,,,,
1011,06/25/24 03:45:00 AM,2.1,-1.2,23.80,,,,,
1012,06/25/24 04:00:00 AM,2.1,-1.2,23.80,,,,,
1013,06/25/24 04:15:00 AM,2.1,-1.2,23.80,,,,,
1014,06/25/24 04:30:00 AM,2.0,-1.2,23.77,,,,,
1015,06/25/24 04:45:00 AM,2.0,-1.2,23.76,,,,,
1016,06/25/24 05:00:00 AM,1.9,-1.2,23.72,,,,,
1017,06/25/24 05:15:00 AM,1.9,-1.2,23.70,,,,,
1018,06/25/24 05:30:00 AM,1.9,-1.2,23.69,,,,,
1019,06/25/24 05:45:00 AM,1.9,-1.2,23.70,,,,,
1020,06/25/24 06:00:00 AM,1.9,-1.2,23.69,,,,,
1021,06/25/24 06:15:00 AM,1.8,-1.2,23.70,,,,,
1022,06/25/24 06:30:00 AM,1.7,-1.2,23.75,,,,,
1023,06/25/24 06:45:00 AM,1.7,-1.2,23.81,,,,,
1024,06/25/24 07:00:00 AM,1.7,-1.2,23.86,,,,,
1025,06/25/24 07:15:00 AM,1.6,-1.6,23.92,,,,,
1026,06/25/24 07:30:00 AM,1.6,-1.6,24.03,,,,,
1027,06/25/24 07:45:00 AM,1.6,-1.2,24.14,,,,,
1028,06/25/24 08:00:00 AM,1.6,-1.6,24.32,,,,,
1029,06/25/24 08:15:00 AM,1.6,-1.6,24.52,,,,,
1030,06/25/24 08:30:00 AM,1.6,-1.6,24.72,,,,,
1031,06/25/24 08:45:00 AM,1.6,-1.6,24.86,,,,,
1032,06/25/24 09:00:00 AM,1.6,-0.8,25.12,,,,,
1033,06/25/24 09:15:00 AM,1.5,-0.8,25.46,,,,,
1034,06/25/24 09:30:00 AM,1.5,-1.6,25.88,,,,,
1035,06/25/24 09:45:00 AM,1.5,-0.8,26.27,,,,,
1036,06/25/24 10:00:00 AM,1.5,-0.8,26.53,,,,,
1037,06/25/24 10:15:00 AM,1.5,-0.8,26.66,,,,,
1038,06/25/24 10:30:00 AM,1.4,-1.6,26.64,,,,,
1039,06/25/24 10:45:00 AM,1.4,-1.6,26.81,,,,,
1040,06/25/24 11:00:00 AM,1.5,-1.6,27.20,,,,,
1041,06/25/24 11:15:00 AM,1.4,-1.6,27.41,,,,,
1042,06/25/24 11:30:00 AM,1.4,-0.8,27.51,,,,,
1043,06/25/24 11:45:00 AM,1.4,-1.6,27.78,,,,,
1044,06/25/24 12:00:00 PM,1.4,-1.6,27.89,,,,,
1045,06/25/24 12:15:00 PM,1.4,-0.8,27.97,,,,,
1046,06/25/24 12:30:00 PM,1.4,-1.6,27.96,,,,,
1047,06/25/24 12:45:00 PM,1.4,-1.6,28.03,,,,,
1048,06/25/24 01:00:00 PM,1.4,-1.6,28.02,,,,,
1049,06/25/24 01:15:00 PM,1.4,-1.6,28.06,,,,,
1050,06/25/24 01:30:00 PM,1.4,-1.6,28.12,,,,,
1051,06/25/24 01:45:00 PM,1.3,-1.6,28.02,,,,,
1052,06/25/24 02:00:00 PM,1.3,-1.6,27.92,,,,,
1053,06/25/24 02:15:00 PM,1.2,-1.6,27.86,,,,,
1054,06/25/24 02:30:00 PM,1.1,-1.6,27.79,,,,,
1055,06/25/24 02:45:00 PM,0.9,-1.6,27.85,,,,,
1056,06/25/24 03:00:00 PM,0.8,-1.6,27.88,,,,,
1057,06/25/24 03:15:00 PM,0.4,-0.5,27.83,,,,,
1058,06/25/24 03:30:00 PM,0.4,7.2,27.86,,,,,
1059,06/25/24 03:45:00 PM,0.4,7.2,27.94,,,,,
1060,06/25/24 04:00:00 PM,1.1,16.6,27.90,,,,,
1061,06/25/24 04:15:00 PM,13.8,2.1,27.80,,,,,
1062,06/25/24 04:30:00 PM,8.8,2.1,27.67,,,,,
1063,06/25/24 04:45:00 PM,8.8,2.1,27.46,,,,,
1064,06/25/24 05:00:00 PM,8.8,2.1,27.17,,,,,
1065,06/25/24 05:15:00 PM,2.3,2.1,26.93,,,,,
1066,06/25/24 05:30:00 PM,2.5,2.1,26.69,,,,,
1067,06/25/24 05:45:00 PM,2.5,2.1,26.46,,,,,
1068,06/25/24 06:00:00 PM,2.3,2.1,26.30,,,,,
1069,06/25/24 06:15:00 PM,2.8,2.1,26.18,,,,,
1070,06/25/24 06:30:00 PM,2.3,2.1,25.98,,,,,
1071,06/25/24 06:45:00 PM,2.5,2.1,25.95,,,,,
1072,06/25/24 07:00:00 PM,1.1,2.1,25.75,,,,,
1073,06/25/24 07:15:00 PM,2.5,2.1,25.64,,,,,
1074,06/25/24 07:30:00 PM,8.8,2.1,25.64,,,,,
1075,06/25/24 07:45:00 PM,2.5,2.1,25.57,,,,,
1076,06/25/24 08:00:00 PM,2.3,2.1,25.61,,,,,
1077,06/25/24 08:15:00 PM,2.8,2.1,25.61,,,,,
1078,06/25/24 08:30:00 PM,2.5,2.1,25.56,,,,,
1079,06/25/24 08:45:00 PM,2.3,2.1,25.47,,,,,
1080,06/25/24 09:00:00 PM,8.8,2.1,25.37,,,,,
1081,06/25/24 09:15:00 PM,2.5,2.1,25.31,,,,,
1082,06/25/24 09:30:00 PM,2.5,2.1,25.27,,,,,
1083,06/25/24 09:45:00 PM,2.3,2.1,25.23,,,,,
1084,06/25/24 10:00:00 PM,2.5,2.1,25.17,,,,,
1085,06/25/24 10:15:00 PM,2.5,2.1,25.10,,,,,
1086,06/25/24 10:30:00 PM,2.8,2.1,25.01,,,,,
1087,06/25/24 10:45:00 PM,2.8,2.1,24.93,,,,,
1088,06/25/24 11:00:00 PM,2.8,-1.6,24.91,,,,,
1089,06/25/24 11:15:00 PM,2.5,2.1,24.86,,,,,
1090,06/25/24 11:30:00 PM,2.5,-1.6,24.79,,,,,
1091,06/25/24 11:45:00 PM,2.5,2.1,24.73,,,,,
1092,06/26/24 12:00:00 AM,2.5,2.1,24.68,,,,,
1093,06/26/24 12:15:00 AM,2.5,2.1,24.66,,,,,
1094,06/26/24 12:30:00 AM,2.3,2.1,24.60,,,,,
1095,06/26/24 12:45:00 AM,2.5,2.1,24.50,,,,,
1096,06/26/24 01:00:00 AM,2.5,2.1,24.44,,,,,
1097,06/26/24 01:15:00 AM,2.5,2.1,24.38,,,,,
1098,06/26/24 01:30:00 AM,2.3,2.1,24.33,,,,,
1099,06/26/24 01:45:00 AM,2.5,2.1,24.25,,,,,
1100,06/26/24 02:00:00 AM,2.3,2.1,24.17,,,,,
1101,06/26/24 02:15:00 AM,2.5,2.1,24.09,,,,,
1102,06/26/24 02:30:00 AM,2.3,2.1,23.99,,,,,
1103,06/26/24 02:45:00 AM,2.5,2.1,23.87,,,,,
1104,06/26/24 03:00:00 AM,2.5,2.1,23.76,,,,,
1105,06/26/24 03:15:00 AM,2.5,2.1,23.71,,,,,
1106,06/26/24 03:30:00 AM,2.5,2.1,23.61,,,,,
1107,06/26/24 03:45:00 AM,2.5,-1.6,23.55,,,,,
1108,06/26/24 04:00:00 AM,2.5,2.1,23.49,,,,,
1109,06/26/24 04:15:00 AM,2.5,2.1,23.40,,,,,
1110,06/26/24 04:30:00 AM,2.5,2.1,23.31,,,,,
1111,06/26/24 04:45:00 AM,2.5,2.1,23.26,,,,,
1112,06/26/24 05:00:00 AM,1.2,2.1,23.24,,,,,
1113,06/26/24 05:15:00 AM,8.8,2.1,23.24,,,,,
1114,06/26/24 05:30:00 AM,2.5,2.1,23.26,,,,,
1115,06/26/24 05:45:00 AM,2.5,2.1,23.30,,,,,
1116,06/26/24 06:00:00 AM,2.5,2.1,23.35,,,,,
1117,06/26/24 06:15:00 AM,2.5,2.1,23.43,,,,,
1118,06/26/24 06:30:00 AM,2.5,2.1,23.52,,,,,
1119,06/26/24 06:45:00 AM,2.5,2.1,23.63,,,,,
1120,06/26/24 07:00:00 AM,2.5,2.1,23.75,,,,,
1121,06/26/24 07:15:00 AM,8.8,2.1,23.86,,,,,
1122,06/26/24 07:30:00 AM,8.8,2.1,24.00,,,,,
1123,06/26/24 07:45:00 AM,8.8,2.1,24.16,,,,,
1124,06/26/24 08:00:00 AM,2.5,2.1,24.33,,,,,
1125,06/26/24 08:15:00 AM,2.5,2.1,24.51,,,,,
1126,06/26/24 08:30:00 AM,2.5,2.1,24.66,,,,,
1127,06/26/24 08:45:00 AM,2.5,2.1,24.80,,,,,
1128,06/26/24 09:00:00 AM,2.3,2.1,24.90,,,,,
1129,06/26/24 09:15:00 AM,2.5,2.1,25.02,,,,,
1130,06/26/24 09:30:00 AM,2.5,2.1,25.18,,,,,
1131,06/26/24 09:45:00 AM,2.5,2.1,25.27,,,,,
1132,06/26/24 10:00:00 AM,2.5,2.1,25.33,,,,,
1133,06/26/24 10:15:00 AM,1.1,2.1,25.54,,,,,
1134,06/26/24 10:30:00 AM,2.5,2.1,25.79,,,,,
1135,06/26/24 10:45:00 AM,2.5,2.1,26.12,,,,,
1136,06/26/24 11:00:00 AM,2.5,2.1,26.54,,,,,
1137,06/26/24 11:15:00 AM,2.5,2.1,26.87,,,,,
1138,06/26/24 11:30:00 AM,2.5,2.1,27.12,,,,,
1139,06/26/24 11:45:00 AM,8.8,-1.6,27.34,,,,,
1140,06/26/24 12:00:00 PM,1.1,2.1,27.41,,,,,
1141,06/26/24 12:15:00 PM,2.5,2.1,27.47,,,,,
1142,06/26/24 12:30:00 PM,2.5,-1.6,27.61,,,,,
1143,06/26/24 12:45:00 PM,2.3,2.1,27.75,,,,,
1144,06/26/24 01:00:00 PM,2.5,2.1,27.80,,,,,
1145,06/26/24 01:15:00 PM,2.5,2.1,27.61,,,,,
1146,06/26/24 01:30:00 PM,5.8,2.1,27.46,,,,,
1147,06/26/24 01:45:00 PM,8.8,2.1,27.45,,,,,
1148,06/26/24 02:00:00 PM,8.8,2.1,27.28,,,,,
1149,06/26/24 02:15:00 PM,2.5,2.1,27.13,,,,,
1150,06/26/24 02:30:00 PM,8.8,2.1,27.05,,,,,
1151,06/26/24 02:45:00 PM,8.8,2.1,27.03,,,,,
1152,06/26/24 03:00:00 PM,2.5,2.1,26.95,,,,,
1153,06/26/24 03:15:00 PM,8.8,2.1,26.83,,,,,
1154,06/26/24 03:30:00 PM,8.8,2.1,26.83,,,,,
1155,06/26/24 03:45:00 PM,8.8,2.1,26.88,,,,,
1156,06/26/24 04:00:00 PM,8.8,2.1,26.83,,,,,
1157,06/26/24 04:15:00 PM,2.3,2.1,26.76,,,,,
1158,06/26/24 04:30:00 PM,2.5,2.1,26.64,,,,,
1159,06/26/24 04:45:00 PM,2.5,2.1,26.53,,,,,
1160,06/26/24 05:00:00 PM,2.5,2.1,26.41,,,,,
1161,06/26/24 05:15:00 PM,2.5,2.1,26.26,,,,,
1162,06/26/24 05:30:00 PM,2.5,2.1,26.09,,,,,
1163,06/26/24 05:45:00 PM,2.5,2.1,25.91,,,,,
1164,06/26/24 06:00:00 PM,2.5,-1.6,25.78,,,,,
1165,06/26/24 06:15:00 PM,8.8,2.1,25.67,,,,,
1166,06/26/24 06:30:00 PM,2.5,2.1,25.64,,,,,
1167,06/26/24 06:45:00 PM,8.8,2.1,25.56,,,,,
1168,06/26/24 07:00:00 PM,2.5,2.1,25.51,,,,,
1169,06/26/24 07:15:00 PM,8.8,2.1,25.37,,,,,
1170,06/26/24 07:30:00 PM,2.5,2.1,25.17,,,,,
1171,06/26/24 07:45:00 PM,8.8,2.1,25.00,,,,,
1172,06/26/24 08:00:00 PM,2.5,2.1,24.91,,,,,
1173,06/26/24 08:15:00 PM,2.5,2.1,24.79,,,,,
1174,06/26/24 08:30:00 PM,1.2,2.1,24.69,,,,,
1175,06/26/24 08:45:00 PM,2.5,2.1,24.60,,,,,
1176,06/26/24 09:00:00 PM,2.5,2.1,24.56,,,,,
1177,06/26/24 09:15:00 PM,2.5,2.1,24.51,,,,,
1178,06/26/24 09:30:00 PM,2.3,2.1,24.43,,,,,
1179,06/26/24 09:45:00 PM,2.5,2.1,24.38,,,,,
1180,06/26/24 10:00:00 PM,2.5,2.1,24.35,,,,,
1181,06/26/24 10:15:00 PM,2.5,2.1,24.33,,,,,
1182,06/26/24 10:30:00 PM,2.5,2.1,24.29,,,,,
1183,06/26/24 10:45:00 PM,2.5,2.1,24.25,,,,,
1184,06/26/24 11:00:00 PM,2.5,2.1,24.20,,,,,
1185,06/26/24 11:15:00 PM,2.8,2.1,24.17,,,,,
1186,06/26/24 11:30:00 PM,5.9,2.1,24.16,,,,,
1187,06/26/24 11:45:00 PM,2.5,2.1,24.15,,,,,
1188,06/27/24 12:00:00 AM,2.5,2.1,24.14,,,,,
1189,06/27/24 12:15:00 AM,1.1,2.1,24.11,,,,,
1190,06/27/24 12:30:00 AM,2.5,2.1,24.09,,,,,
1191,06/27/24 12:45:00 AM,2.5,2.1,24.05,,,,,
1192,06/27/24 01:00:00 AM,2.5,2.1,24.03,,,,,
1193,06/27/24 01:15:00 AM,2.5,2.1,23.99,,,,,
1194,06/27/24 01:30:00 AM,2.5,2.1,23.94,,,,,
