"Plot Title: CANUACON061524"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20835570, SEN S/N: 20835570)","Temp, °C (LGR S/N: 20835570, SEN S/N: 20835570)","Coupler Detached (LGR S/N: 20835570)","Coupler Attached (LGR S/N: 20835570)","Host Connected (LGR S/N: 20835570)","Stopped (LGR S/N: 20835570)","End Of File (LGR S/N: 20835570)"
914,06/24/24 11:00:00 PM,17.5,23.86,,,,,
915,06/24/24 11:15:00 PM,14.6,23.88,,,,,
916,06/24/24 11:30:00 PM,13.9,23.92,,,,,
917,06/24/24 11:45:00 PM,14.5,23.96,,,,,
918,06/25/24 12:00:00 AM,15.0,23.98,,,,,
919,06/25/24 12:15:00 AM,15.6,24.00,,,,,
920,06/25/24 12:30:00 AM,21.4,23.98,,,,,
921,06/25/24 12:45:00 AM,22.9,23.97,,,,,
922,06/25/24 01:00:00 AM,24.6,23.96,,,,,
923,06/25/24 01:15:00 AM,26.3,23.95,,,,,
924,06/25/24 01:30:00 AM,27.9,23.94,,,,,
925,06/25/24 01:45:00 AM,29.0,23.91,,,,,
926,06/25/24 02:00:00 AM,29.9,23.90,,,,,
927,06/25/24 02:15:00 AM,30.5,23.88,,,,,
928,06/25/24 02:30:00 AM,31.2,23.86,,,,,
929,06/25/24 02:45:00 AM,31.9,23.85,,,,,
930,06/25/24 03:00:00 AM,32.6,23.83,,,,,
931,06/25/24 03:15:00 AM,32.9,23.82,,,,,
932,06/25/24 03:30:00 AM,33.3,23.79,,,,,
933,06/25/24 03:45:00 AM,33.4,23.78,,,,,
934,06/25/24 04:00:00 AM,33.4,23.76,,,,,
935,06/25/24 04:15:00 AM,33.3,23.74,,,,,
936,06/25/24 04:30:00 AM,33.5,23.73,,,,,
937,06/25/24 04:45:00 AM,33.4,23.72,,,,,
938,06/25/24 05:00:00 AM,33.6,23.70,,,,,
939,06/25/24 05:15:00 AM,33.6,23.69,,,,,
940,06/25/24 05:30:00 AM,33.8,23.67,,,,,
941,06/25/24 05:45:00 AM,33.8,23.66,,,,,
942,06/25/24 06:00:00 AM,34.0,23.65,,,,,
943,06/25/24 06:15:00 AM,34.1,23.64,,,,,
944,06/25/24 06:30:00 AM,34.3,23.63,,,,,
945,06/25/24 06:45:00 AM,34.6,23.61,,,,,
946,06/25/24 07:00:00 AM,34.7,23.61,,,,,
947,06/25/24 07:15:00 AM,34.9,23.61,,,,,
948,06/25/24 07:30:00 AM,35.1,23.60,,,,,
949,06/25/24 07:45:00 AM,35.5,23.60,,,,,
950,06/25/24 08:00:00 AM,35.6,23.61,,,,,
951,06/25/24 08:15:00 AM,35.9,23.63,,,,,
952,06/25/24 08:30:00 AM,36.1,23.64,,,,,
953,06/25/24 08:45:00 AM,36.4,23.66,,,,,
954,06/25/24 09:00:00 AM,36.6,23.67,,,,,
955,06/25/24 09:15:00 AM,36.9,23.71,,,,,
956,06/25/24 09:30:00 AM,37.3,23.77,,,,,
957,06/25/24 09:45:00 AM,37.5,23.79,,,,,
958,06/25/24 10:00:00 AM,37.7,23.84,,,,,
959,06/25/24 10:15:00 AM,38.0,23.86,,,,,
960,06/25/24 10:30:00 AM,38.3,23.89,,,,,
961,06/25/24 10:45:00 AM,38.6,23.94,,,,,
962,06/25/24 11:00:00 AM,38.9,23.98,,,,,
963,06/25/24 11:15:00 AM,39.1,24.02,,,,,
964,06/25/24 11:30:00 AM,39.3,24.07,,,,,
965,06/25/24 11:45:00 AM,39.6,24.12,,,,,
966,06/25/24 12:00:00 PM,39.9,24.16,,,,,
967,06/25/24 12:15:00 PM,40.0,24.19,,,,,
968,06/25/24 12:30:00 PM,40.2,24.22,,,,,
969,06/25/24 12:45:00 PM,40.5,24.27,,,,,
970,06/25/24 01:00:00 PM,40.8,24.31,,,,,
971,06/25/24 01:15:00 PM,41.0,24.33,,,,,
972,06/25/24 01:30:00 PM,41.1,24.35,,,,,
973,06/25/24 01:45:00 PM,41.4,24.37,,,,,
974,06/25/24 02:00:00 PM,41.5,24.39,,,,,
975,06/25/24 02:15:00 PM,41.6,24.41,,,,,
976,06/25/24 02:30:00 PM,41.9,24.43,,,,,
977,06/25/24 02:45:00 PM,42.1,24.44,,,,,
978,06/25/24 03:00:00 PM,42.2,24.44,,,,,
979,06/25/24 03:15:00 PM,42.4,24.45,,,,,
980,06/25/24 03:30:00 PM,42.6,24.45,,,,,
981,06/25/24 03:45:00 PM,42.7,24.46,,,,,
982,06/25/24 04:00:00 PM,42.9,24.45,,,,,
983,06/25/24 04:15:00 PM,43.1,24.44,,,,,
984,06/25/24 04:30:00 PM,43.2,24.45,,,,,
985,06/25/24 04:45:00 PM,43.3,24.45,,,,,
986,06/25/24 05:00:00 PM,43.4,24.45,,,,,
987,06/25/24 05:15:00 PM,43.6,24.44,,,,,
988,06/25/24 05:30:00 PM,43.7,24.44,,,,,
989,06/25/24 05:45:00 PM,43.8,24.43,,,,,
990,06/25/24 06:00:00 PM,43.9,24.43,,,,,
991,06/25/24 06:15:00 PM,44.0,24.43,,,,,
992,06/25/24 06:30:00 PM,44.2,24.41,,,,,
993,06/25/24 06:45:00 PM,44.3,24.40,,,,,
994,06/25/24 07:00:00 PM,44.4,24.39,,,,,
995,06/25/24 07:15:00 PM,44.5,24.38,,,,,
996,06/25/24 07:30:00 PM,44.6,24.38,,,,,
997,06/25/24 07:45:00 PM,44.7,24.37,,,,,
998,06/25/24 08:00:00 PM,44.7,24.35,,,,,
999,06/25/24 08:15:00 PM,44.8,24.34,,,,,
1000,06/25/24 08:30:00 PM,45.0,24.33,,,,,
1001,06/25/24 08:45:00 PM,45.0,24.33,,,,,
1002,06/25/24 09:00:00 PM,45.1,24.31,,,,,
1003,06/25/24 09:15:00 PM,45.2,24.29,,,,,
1004,06/25/24 09:30:00 PM,45.2,24.28,,,,,
1005,06/25/24 09:45:00 PM,45.4,24.27,,,,,
1006,06/25/24 10:00:00 PM,45.4,24.26,,,,,
1007,06/25/24 10:15:00 PM,45.5,24.26,,,,,
1008,06/25/24 10:30:00 PM,45.6,24.23,,,,,
1009,06/25/24 10:45:00 PM,45.7,24.22,,,,,
1010,06/25/24 11:00:00 PM,45.7,24.20,,,,,
1011,06/25/24 11:15:00 PM,45.8,24.19,,,,,
1012,06/25/24 11:30:00 PM,45.8,24.17,,,,,
1013,06/25/24 11:45:00 PM,45.9,24.16,,,,,
1014,06/26/24 12:00:00 AM,45.9,24.15,,,,,
1015,06/26/24 12:15:00 AM,46.0,24.14,,,,,
1016,06/26/24 12:30:00 AM,46.0,24.13,,,,,
1017,06/26/24 12:45:00 AM,46.1,24.10,,,,,
1018,06/26/24 01:00:00 AM,46.1,24.08,,,,,
1019,06/26/24 01:15:00 AM,46.2,24.08,,,,,
1020,06/26/24 01:30:00 AM,46.2,24.06,,,,,
1021,06/26/24 01:45:00 AM,46.3,24.03,,,,,
1022,06/26/24 02:00:00 AM,46.3,24.02,,,,,
1023,06/26/24 02:15:00 AM,46.3,24.00,,,,,
1024,06/26/24 02:30:00 AM,46.4,23.97,,,,,
1025,06/26/24 02:45:00 AM,46.5,23.96,,,,,
1026,06/26/24 03:00:00 AM,46.4,23.94,,,,,
1027,06/26/24 03:15:00 AM,46.5,23.91,,,,,
1028,06/26/24 03:30:00 AM,46.4,23.90,,,,,
1029,06/26/24 03:45:00 AM,46.3,23.88,,,,,
1030,06/26/24 04:00:00 AM,46.4,23.85,,,,,
1031,06/26/24 04:15:00 AM,46.4,23.83,,,,,
1032,06/26/24 04:30:00 AM,46.4,23.80,,,,,
1033,06/26/24 04:45:00 AM,46.3,23.78,,,,,
1034,06/26/24 05:00:00 AM,46.4,23.76,,,,,
1035,06/26/24 05:15:00 AM,46.2,23.73,,,,,
1036,06/26/24 05:30:00 AM,46.2,23.71,,,,,
1037,06/26/24 05:45:00 AM,46.2,23.70,,,,,
1038,06/26/24 06:00:00 AM,46.2,23.69,,,,,
1039,06/26/24 06:15:00 AM,46.1,23.67,,,,,
1040,06/26/24 06:30:00 AM,46.1,23.65,,,,,
1041,06/26/24 06:45:00 AM,46.2,23.65,,,,,
1042,06/26/24 07:00:00 AM,46.2,23.64,,,,,
1043,06/26/24 07:15:00 AM,46.3,23.63,,,,,
1044,06/26/24 07:30:00 AM,46.3,23.64,,,,,
1045,06/26/24 07:45:00 AM,46.3,23.64,,,,,
1046,06/26/24 08:00:00 AM,46.4,23.64,,,,,
1047,06/26/24 08:15:00 AM,46.4,23.65,,,,,
1048,06/26/24 08:30:00 AM,46.4,23.66,,,,,
1049,06/26/24 08:45:00 AM,46.5,23.67,,,,,
1050,06/26/24 09:00:00 AM,46.6,23.69,,,,,
1051,06/26/24 09:15:00 AM,46.7,23.70,,,,,
1052,06/26/24 09:30:00 AM,46.8,23.71,,,,,
1053,06/26/24 09:45:00 AM,46.9,23.72,,,,,
1054,06/26/24 10:00:00 AM,46.8,23.73,,,,,
1055,06/26/24 10:15:00 AM,46.9,23.74,,,,,
1056,06/26/24 10:30:00 AM,46.8,23.77,,,,,
1057,06/26/24 10:45:00 AM,46.9,23.78,,,,,
1058,06/26/24 11:00:00 AM,46.9,23.80,,,,,
1059,06/26/24 11:15:00 AM,47.0,23.83,,,,,
1060,06/26/24 11:30:00 AM,47.0,23.88,,,,,
1061,06/26/24 11:45:00 AM,47.1,23.94,,,,,
1062,06/26/24 12:00:00 PM,47.2,24.01,,,,,
1063,06/26/24 12:15:00 PM,47.3,24.03,,,,,
1064,06/26/24 12:30:00 PM,47.5,24.06,,,,,
1065,06/26/24 12:45:00 PM,47.6,24.09,,,,,
1066,06/26/24 01:00:00 PM,47.7,24.14,,,,,
1067,06/26/24 01:15:00 PM,47.8,24.16,,,,,
1068,06/26/24 01:30:00 PM,47.9,24.17,,,,,
1069,06/26/24 01:45:00 PM,48.1,24.17,,,,,
1070,06/26/24 02:00:00 PM,48.2,24.17,,,,,
1071,06/26/24 02:15:00 PM,48.3,24.16,,,,,
1072,06/26/24 02:30:00 PM,48.4,24.16,,,,,
1073,06/26/24 02:45:00 PM,48.5,24.16,,,,,
1074,06/26/24 03:00:00 PM,48.6,24.16,,,,,
1075,06/26/24 03:15:00 PM,48.6,24.16,,,,,
1076,06/26/24 03:30:00 PM,48.8,24.16,,,,,
1077,06/26/24 03:45:00 PM,48.9,24.16,,,,,
1078,06/26/24 04:00:00 PM,49.1,24.16,,,,,
1079,06/26/24 04:15:00 PM,49.1,24.17,,,,,
1080,06/26/24 04:30:00 PM,49.3,24.16,,,,,
1081,06/26/24 04:45:00 PM,49.4,24.16,,,,,
1082,06/26/24 05:00:00 PM,49.4,24.16,,,,,
1083,06/26/24 05:15:00 PM,49.7,24.15,,,,,
1084,06/26/24 05:30:00 PM,49.7,24.15,,,,,
1085,06/26/24 05:45:00 PM,49.9,24.15,,,,,
1086,06/26/24 06:00:00 PM,50.0,24.14,,,,,
1087,06/26/24 06:15:00 PM,50.1,24.13,,,,,
1088,06/26/24 06:30:00 PM,50.2,24.13,,,,,
1089,06/26/24 06:45:00 PM,50.4,24.12,,,,,
1090,06/26/24 07:00:00 PM,50.4,24.12,,,,,
1091,06/26/24 07:15:00 PM,50.6,24.10,,,,,
1092,06/26/24 07:30:00 PM,50.7,24.10,,,,,
1093,06/26/24 07:45:00 PM,50.7,24.09,,,,,
1094,06/26/24 08:00:00 PM,51.0,24.08,,,,,
1095,06/26/24 08:15:00 PM,51.0,24.08,,,,,
1096,06/26/24 08:30:00 PM,51.2,24.06,,,,,
1097,06/26/24 08:45:00 PM,51.2,24.04,,,,,
1098,06/26/24 09:00:00 PM,51.3,24.02,,,,,
1099,06/26/24 09:15:00 PM,51.5,24.01,,,,,
1100,06/26/24 09:30:00 PM,51.5,24.00,,,,,
1101,06/26/24 09:45:00 PM,51.6,23.98,,,,,
1102,06/26/24 10:00:00 PM,51.8,23.98,,,,,
1103,06/26/24 10:15:00 PM,51.8,23.97,,,,,
1104,06/26/24 10:30:00 PM,52.0,23.96,,,,,
1105,06/26/24 10:45:00 PM,52.0,23.95,,,,,
1106,06/26/24 11:00:00 PM,52.1,23.94,,,,,
1107,06/26/24 11:15:00 PM,52.2,23.94,,,,,
1108,06/26/24 11:30:00 PM,52.3,23.91,,,,,
1109,06/26/24 11:45:00 PM,52.4,23.91,,,,,
1110,06/27/24 12:00:00 AM,52.5,23.89,,,,,
1111,06/27/24 12:15:00 AM,52.6,23.88,,,,,
1112,06/27/24 12:30:00 AM,52.6,23.86,,,,,
1113,06/27/24 12:45:00 AM,52.7,23.85,,,,,
1114,06/27/24 01:00:00 AM,52.8,23.84,,,,,
1115,06/27/24 01:15:00 AM,52.8,23.83,,,,,
1116,06/27/24 01:30:00 AM,52.9,23.83,,,,,
1117,06/27/24 01:45:00 AM,52.9,23.82,,,,,
1118,06/27/24 02:00:00 AM,53.1,23.80,,,,,
1119,06/27/24 02:15:00 AM,53.1,23.79,,,,,
1120,06/27/24 02:30:00 AM,53.3,23.78,,,,,
1121,06/27/24 02:45:00 AM,53.4,23.77,,,,,
1122,06/27/24 03:00:00 AM,53.4,23.76,,,,,
1123,06/27/24 03:15:00 AM,53.4,23.74,,,,,
1124,06/27/24 03:30:00 AM,53.4,23.73,,,,,
1125,06/27/24 03:45:00 AM,53.5,23.72,,,,,
1126,06/27/24 04:00:00 AM,53.6,23.71,,,,,
1127,06/27/24 04:15:00 AM,53.6,23.70,,,,,
1128,06/27/24 04:30:00 AM,53.7,23.69,,,,,
1129,06/27/24 04:45:00 AM,53.7,23.67,,,,,
1130,06/27/24 05:00:00 AM,53.9,23.66,,,,,
1131,06/27/24 05:15:00 AM,53.9,23.65,,,,,
1132,06/27/24 05:30:00 AM,53.9,23.64,,,,,
1133,06/27/24 05:45:00 AM,53.9,23.63,,,,,
1134,06/27/24 06:00:00 AM,54.0,23.61,,,,,
1135,06/27/24 06:15:00 AM,54.0,23.61,,,,,
1136,06/27/24 06:30:00 AM,54.2,23.60,,,,,
1137,06/27/24 06:45:00 AM,54.2,23.59,,,,,
1138,06/27/24 07:00:00 AM,54.2,23.60,,,,,
1139,06/27/24 07:15:00 AM,54.3,23.60,,,,,
1140,06/27/24 07:30:00 AM,54.5,23.60,,,,,
1141,06/27/24 07:45:00 AM,54.4,23.61,,,,,
1142,06/27/24 08:00:00 AM,54.5,23.61,,,,,
1143,06/27/24 08:15:00 AM,54.6,23.61,,,,,
1144,06/27/24 08:30:00 AM,54.6,23.61,,,,,
1145,06/27/24 08:45:00 AM,54.7,23.61,,,,,
1146,06/27/24 09:00:00 AM,54.7,23.61,,,,,
1147,06/27/24 09:15:00 AM,54.8,23.61,,,,,
1148,06/27/24 09:30:00 AM,54.9,23.61,,,,,
1149,06/27/24 09:45:00 AM,55.0,23.63,,,,,
1150,06/27/24 10:00:00 AM,55.1,23.65,,,,,
1151,06/27/24 10:15:00 AM,55.1,23.67,,,,,
1152,06/27/24 10:30:00 AM,55.2,23.71,,,,,
1153,06/27/24 10:45:00 AM,55.4,23.79,,,,,
1154,06/27/24 11:00:00 AM,55.6,23.88,,,,,
1155,06/27/24 11:15:00 AM,55.7,24.01,,,,,
1156,06/27/24 11:30:00 AM,56.0,24.14,,,,,
1157,06/27/24 11:45:00 AM,56.2,24.26,,,,,
1158,06/27/24 12:00:00 PM,56.4,24.32,,,,,
1159,06/27/24 12:15:00 PM,56.4,24.32,,,,,
1160,06/27/24 12:30:00 PM,56.4,24.28,,,,,
1161,06/27/24 12:45:00 PM,56.4,24.23,,,,,
1162,06/27/24 01:00:00 PM,56.4,24.23,,,,,
1163,06/27/24 01:15:00 PM,56.5,24.26,,,,,
1164,06/27/24 01:30:00 PM,56.7,24.29,,,,,
1165,06/27/24 01:45:00 PM,56.7,24.32,,,,,
1166,06/27/24 02:00:00 PM,56.8,24.37,,,,,
1167,06/27/24 02:15:00 PM,56.9,24.39,,,,,
1168,06/27/24 02:30:00 PM,56.9,24.39,,,,,
1169,06/27/24 02:45:00 PM,57.0,24.38,,,,,
1170,06/27/24 03:00:00 PM,57.1,24.35,,,,,
1171,06/27/24 03:15:00 PM,57.1,24.33,,,,,
1172,06/27/24 03:30:00 PM,57.1,24.31,,,,,
1173,06/27/24 03:45:00 PM,57.1,24.27,,,,,
1174,06/27/24 04:00:00 PM,57.2,24.25,,,,,
1175,06/27/24 04:15:00 PM,57.2,24.23,,,,,
1176,06/27/24 04:30:00 PM,57.2,24.21,,,,,
1177,06/27/24 04:45:00 PM,57.2,24.20,,,,,
1178,06/27/24 05:00:00 PM,57.2,24.17,,,,,
1179,06/27/24 05:15:00 PM,57.2,24.15,,,,,
1180,06/27/24 05:30:00 PM,57.2,24.13,,,,,
1181,06/27/24 05:45:00 PM,57.2,24.12,,,,,
1182,06/27/24 06:00:00 PM,57.3,24.09,,,,,
1183,06/27/24 06:15:00 PM,57.3,24.08,,,,,
1184,06/27/24 06:30:00 PM,57.4,24.07,,,,,
1185,06/27/24 06:45:00 PM,57.3,24.06,,,,,
1186,06/27/24 07:00:00 PM,57.5,24.03,,,,,
1187,06/27/24 07:15:00 PM,57.4,24.02,,,,,
1188,06/27/24 07:30:00 PM,57.5,24.00,,,,,
1189,06/27/24 07:45:00 PM,57.5,23.98,,,,,
1190,06/27/24 08:00:00 PM,57.5,23.97,,,,,
1191,06/27/24 08:15:00 PM,57.5,23.96,,,,,
1192,06/27/24 08:30:00 PM,57.5,23.95,,,,,
1193,06/27/24 08:45:00 PM,57.5,23.94,,,,,
1194,06/27/24 09:00:00 PM,57.6,23.92,,,,,
1195,06/27/24 09:15:00 PM,57.6,23.91,,,,,
1196,06/27/24 09:30:00 PM,57.6,23.89,,,,,
1197,06/27/24 09:45:00 PM,57.6,23.89,,,,,
1198,06/27/24 10:00:00 PM,57.6,23.88,,,,,
1199,06/27/24 10:15:00 PM,57.7,23.88,,,,,
1200,06/27/24 10:30:00 PM,57.7,23.86,,,,,
1201,06/27/24 10:45:00 PM,57.8,23.85,,,,,
1202,06/27/24 11:00:00 PM,57.8,23.84,,,,,
1203,06/27/24 11:15:00 PM,57.8,23.84,,,,,
1204,06/27/24 11:30:00 PM,57.7,23.82,,,,,
1205,06/27/24 11:45:00 PM,57.8,23.80,,,,,
1206,06/28/24 12:00:00 AM,57.8,23.79,,,,,
1207,06/28/24 12:15:00 AM,57.8,23.78,,,,,
1208,06/28/24 12:30:00 AM,57.8,23.76,,,,,
1209,06/28/24 12:45:00 AM,57.8,23.74,,,,,
1210,06/28/24 01:00:00 AM,57.9,23.73,,,,,
1211,06/28/24 01:15:00 AM,57.9,23.72,,,,,
1212,06/28/24 01:30:00 AM,57.9,23.70,,,,,
1213,06/28/24 01:45:00 AM,57.9,23.70,,,,,
1214,06/28/24 02:00:00 AM,57.9,23.67,,,,,
1215,06/28/24 02:15:00 AM,58.0,23.66,,,,,
1216,06/28/24 02:30:00 AM,57.9,23.65,,,,,
1217,06/28/24 02:45:00 AM,57.9,23.63,,,,,
1218,06/28/24 03:00:00 AM,57.9,23.61,,,,,
1219,06/28/24 03:15:00 AM,58.0,23.60,,,,,
1220,06/28/24 03:30:00 AM,58.0,23.59,,,,,
1221,06/28/24 03:45:00 AM,58.0,23.58,,,,,
1222,06/28/24 04:00:00 AM,58.0,23.57,,,,,
1223,06/28/24 04:15:00 AM,58.1,23.55,,,,,
1224,06/28/24 04:30:00 AM,58.1,23.54,,,,,
1225,06/28/24 04:45:00 AM,58.0,23.52,,,,,
1226,06/28/24 05:00:00 AM,58.1,23.51,,,,,
1227,06/28/24 05:15:00 AM,58.1,23.49,,,,,
1228,06/28/24 05:30:00 AM,58.1,23.48,,,,,
1229,06/28/24 05:45:00 AM,58.1,23.46,,,,,
1230,06/28/24 06:00:00 AM,58.1,23.45,,,,,
1231,06/28/24 06:15:00 AM,58.2,23.43,,,,,
1232,06/28/24 06:30:00 AM,58.2,23.43,,,,,
1233,06/28/24 06:45:00 AM,58.2,23.43,,,,,
1234,06/28/24 07:00:00 AM,58.2,23.43,,,,,
1235,06/28/24 07:15:00 AM,58.2,23.45,,,,,
1236,06/28/24 07:30:00 AM,58.3,23.46,,,,,
1237,06/28/24 07:45:00 AM,58.3,23.46,,,,,
1238,06/28/24 08:00:00 AM,58.4,23.47,,,,,
1239,06/28/24 08:15:00 AM,58.4,23.49,,,,,
1240,06/28/24 08:30:00 AM,58.4,23.51,,,,,
1241,06/28/24 08:45:00 AM,58.5,23.53,,,,,
1242,06/28/24 09:00:00 AM,58.6,23.58,,,,,
1243,06/28/24 09:15:00 AM,58.9,23.74,,,,,
1244,06/28/24 09:30:00 AM,59.2,23.96,,,,,
1245,06/28/24 09:45:00 AM,59.3,24.04,,,,,
1246,06/28/24 10:00:00 AM,59.3,23.98,,,,,
1247,06/28/24 10:15:00 AM,59.3,23.97,,,,,
1248,06/28/24 10:30:00 AM,59.3,23.98,,,,,
1249,06/28/24 10:45:00 AM,59.3,24.04,,,,,
1250,06/28/24 11:00:00 AM,59.5,24.10,,,,,
1251,06/28/24 11:15:00 AM,59.6,24.17,,,,,
1252,06/28/24 11:30:00 AM,59.8,24.28,,,,,
1253,06/28/24 11:45:00 AM,59.9,24.39,,,,,
1254,06/28/24 12:00:00 PM,60.1,24.50,,,,,
1255,06/28/24 12:15:00 PM,60.3,24.58,,,,,
1256,06/28/24 12:30:00 PM,60.4,24.68,,,,,
1257,06/28/24 12:45:00 PM,60.5,24.72,,,,,
1258,06/28/24 01:00:00 PM,60.5,24.74,,,,,
1259,06/28/24 01:15:00 PM,60.6,24.71,,,,,
1260,06/28/24 01:30:00 PM,60.5,24.69,,,,,
1261,06/28/24 01:45:00 PM,60.6,24.69,,,,,
1262,06/28/24 02:00:00 PM,60.7,24.69,,,,,
1263,06/28/24 02:15:00 PM,60.7,24.72,,,,,
1264,06/28/24 02:30:00 PM,60.7,24.75,,,,,
1265,06/28/24 02:45:00 PM,60.9,24.78,,,,,
1266,06/28/24 03:00:00 PM,60.9,24.80,,,,,
1267,06/28/24 03:15:00 PM,60.9,24.80,,,,,
1268,06/28/24 03:30:00 PM,61.0,24.80,,,,,
1269,06/28/24 03:45:00 PM,61.0,24.78,,,,,
1270,06/28/24 04:00:00 PM,61.0,24.77,,,,,
1271,06/28/24 04:15:00 PM,61.0,24.76,,,,,
1272,06/28/24 04:30:00 PM,61.0,24.72,,,,,
1273,06/28/24 04:45:00 PM,61.0,24.71,,,,,
1274,06/28/24 05:00:00 PM,61.0,24.69,,,,,
1275,06/28/24 05:15:00 PM,61.0,24.65,,,,,
1276,06/28/24 05:30:00 PM,61.0,24.63,,,,,
1277,06/28/24 05:45:00 PM,61.0,24.60,,,,,
1278,06/28/24 06:00:00 PM,61.0,24.57,,,,,
1279,06/28/24 06:15:00 PM,60.9,24.55,,,,,
1280,06/28/24 06:30:00 PM,61.0,24.51,,,,,
1281,06/28/24 06:45:00 PM,61.0,24.50,,,,,
1282,06/28/24 07:00:00 PM,61.0,24.47,,,,,
1283,06/28/24 07:15:00 PM,61.0,24.45,,,,,
1284,06/28/24 07:30:00 PM,61.0,24.43,,,,,
1285,06/28/24 07:45:00 PM,61.0,24.41,,,,,
1286,06/28/24 08:00:00 PM,60.9,24.39,,,,,
1287,06/28/24 08:15:00 PM,61.1,24.38,,,,,
1288,06/28/24 08:30:00 PM,61.0,24.37,,,,,
1289,06/28/24 08:45:00 PM,61.1,24.34,,,,,
1290,06/28/24 09:00:00 PM,61.0,24.33,,,,,
1291,06/28/24 09:15:00 PM,61.0,24.32,,,,,
1292,06/28/24 09:30:00 PM,61.1,24.29,,,,,
1293,06/28/24 09:45:00 PM,61.1,24.28,,,,,
1294,06/28/24 10:00:00 PM,61.1,24.27,,,,,
1295,06/28/24 10:15:00 PM,61.1,24.26,,,,,
1296,06/28/24 10:30:00 PM,61.1,24.25,,,,,
1297,06/28/24 10:45:00 PM,61.1,24.23,,,,,
1298,06/28/24 11:00:00 PM,61.1,24.21,,,,,
1299,06/28/24 11:15:00 PM,61.1,24.20,,,,,
1300,06/28/24 11:30:00 PM,61.1,24.17,,,,,
1301,06/28/24 11:45:00 PM,61.1,24.16,,,,,
1302,06/29/24 12:00:00 AM,61.1,24.15,,,,,
1303,06/29/24 12:15:00 AM,61.2,24.13,,,,,
1304,06/29/24 12:30:00 AM,61.2,24.12,,,,,
1305,06/29/24 12:45:00 AM,61.2,24.10,,,,,
1306,06/29/24 01:00:00 AM,61.2,24.09,,,,,
1307,06/29/24 01:15:00 AM,61.2,24.08,,,,,
1308,06/29/24 01:30:00 AM,61.2,24.07,,,,,
1309,06/29/24 01:45:00 AM,61.2,24.07,,,,,
1310,06/29/24 02:00:00 AM,61.3,24.06,,,,,
1311,06/29/24 02:15:00 AM,61.2,24.04,,,,,
1312,06/29/24 02:30:00 AM,61.2,24.03,,,,,
1313,06/29/24 02:45:00 AM,61.3,24.02,,,,,
1314,06/29/24 03:00:00 AM,61.3,24.01,,,,,
1315,06/29/24 03:15:00 AM,61.3,24.00,,,,,
1316,06/29/24 03:30:00 AM,61.2,23.98,,,,,
1317,06/29/24 03:45:00 AM,61.3,23.96,,,,,
1318,06/29/24 04:00:00 AM,61.2,23.96,,,,,
1319,06/29/24 04:15:00 AM,61.3,23.94,,,,,
1320,06/29/24 04:30:00 AM,61.3,23.92,,,,,
1321,06/29/24 04:45:00 AM,61.3,23.92,,,,,
1322,06/29/24 05:00:00 AM,61.4,23.91,,,,,
1323,06/29/24 05:15:00 AM,61.4,23.90,,,,,
1324,06/29/24 05:30:00 AM,61.4,23.90,,,,,
1325,06/29/24 05:45:00 AM,61.4,23.90,,,,,
1326,06/29/24 06:00:00 AM,61.5,23.89,,,,,
1327,06/29/24 06:15:00 AM,61.5,23.89,,,,,
1328,06/29/24 06:30:00 AM,61.5,23.90,,,,,
1329,06/29/24 06:45:00 AM,61.5,23.90,,,,,
1330,06/29/24 07:00:00 AM,61.6,23.91,,,,,
1331,06/29/24 07:15:00 AM,61.7,23.92,,,,,
1332,06/29/24 07:30:00 AM,61.7,23.92,,,,,
1333,06/29/24 07:45:00 AM,61.7,23.94,,,,,
1334,06/29/24 08:00:00 AM,61.8,23.95,,,,,
1335,06/29/24 08:15:00 AM,61.7,23.97,,,,,
1336,06/29/24 08:30:00 AM,61.8,24.01,,,,,
1337,06/29/24 08:45:00 AM,62.0,24.04,,,,,
1338,06/29/24 09:00:00 AM,62.1,24.08,,,,,
1339,06/29/24 09:15:00 AM,62.2,24.16,,,,,
1340,06/29/24 09:30:00 AM,62.4,24.28,,,,,
1341,06/29/24 09:45:00 AM,62.6,24.39,,,,,
1342,06/29/24 10:00:00 AM,62.6,24.46,,,,,
1343,06/29/24 10:15:00 AM,62.6,24.37,,,,,
1344,06/29/24 10:30:00 AM,62.5,24.31,,,,,
1345,06/29/24 10:45:00 AM,62.5,24.29,,,,,
1346,06/29/24 11:00:00 AM,62.5,24.29,,,,,
1347,06/29/24 11:15:00 AM,62.5,24.28,,,,,
1348,06/29/24 11:30:00 AM,62.6,24.29,,,,,
1349,06/29/24 11:45:00 AM,62.7,24.33,,,,,
1350,06/29/24 12:00:00 PM,62.7,24.37,,,,,
1351,06/29/24 12:15:00 PM,62.8,24.43,,,,,
1352,06/29/24 12:30:00 PM,62.9,24.49,,,,,
1353,06/29/24 12:45:00 PM,63.2,24.56,,,,,
1354,06/29/24 01:00:00 PM,63.4,24.62,,,,,
1355,06/29/24 01:15:00 PM,63.4,24.65,,,,,
1356,06/29/24 01:30:00 PM,63.4,24.66,,,,,
1357,06/29/24 01:45:00 PM,63.5,24.66,,,,,
1358,06/29/24 02:00:00 PM,63.5,24.68,,,,,
1359,06/29/24 02:15:00 PM,63.5,24.66,,,,,
1360,06/29/24 02:30:00 PM,63.5,24.66,,,,,
1361,06/29/24 02:45:00 PM,63.6,24.65,,,,,
